Food,Calories,Protein,Fat,Carbs,Fiber
avocado toast,235.7,6.0,14.3,22.8,5.7
protein shake,153.2,30.6,3.1,7.9,1.0
onion,40.8,1.1,0.1,9.1,1.7
falafel,318.8,13.1,17.7,32.7,6.3
nihari,176.6,14.9,11.1,4.1,0.5
tomato,17.7,0.9,0.2,3.8,1.2
orange juice,116.7,1.7,0.5,25.9,0.5
doner kebab,252.5,19.4,11.9,18.1,1.5
orange juice,109.2,1.6,0.5,25.3,0.5
butter chicken,242.0,20.9,14.3,6.0,0.5
omelette,157.4,10.7,11.0,1.6,0.0
protein shake,154.7,28.6,2.9,7.8,1.0
french fries,321.2,3.5,15.5,41.5,3.7
apple,51.7,0.3,0.2,14.7,2.4
kidney beans,126.0,8.3,0.5,21.8,6.3
onion,41.5,1.1,0.1,9.1,1.8
peanut butter toast,267.3,9.6,14.3,25.0,3.0
dahi,57.9,3.6,3.1,4.8,0.0
chana masala,160.7,8.6,2.7,26.9,7.3
ayran,56.2,3.0,2.5,5.0,0.0
whole wheat bread,235.3,13.1,4.4,42.7,7.3
palak paneer,230.4,12.0,15.6,8.0,2.9
kidney beans,130.0,8.7,0.5,22.9,6.3
pide,293.2,11.1,8.6,40.7,2.1
sweet potato,83.5,1.6,0.1,19.6,3.1
pide,283.5,11.1,8.8,41.7,2.1
aloo gosht,173.4,13.6,10.4,9.0,1.2
lentils,116.9,9.3,0.4,20.0,7.8
jalebi,380.4,2.0,9.6,67.2,0.3
orange,48.5,0.9,0.1,12.3,2.5
omelette,152.4,11.4,11.1,1.6,0.0
nihari,175.6,14.6,10.5,4.1,0.5
spinach,22.3,2.9,0.4,3.7,2.1
halwa puri,368.9,5.8,18.7,47.2,1.4
beef tacos,217.6,12.1,11.1,19.6,3.1
boiled eggs,153.0,13.5,11.5,1.1,0.0
chana masala,168.4,8.9,2.6,26.7,7.5
seekh kebab,228.9,19.4,15.0,2.1,0.5
cereal,145.3,3.1,2.1,31.3,2.4
falafel,348.7,12.6,18.5,31.6,6.2
pulao,175.9,6.1,4.8,28.9,0.8
spinach,23.1,2.8,0.4,3.7,2.2
honey,316.6,0.3,0.0,83.5,0.2
almonds,579.1,20.5,52.3,21.2,13.1
chapli kebab,284.1,18.2,19.6,4.8,0.5
aloo gosht,178.3,12.4,10.0,9.4,1.2
saag,61.5,3.7,2.9,6.1,2.4
shawarma,221.3,17.2,11.0,16.3,1.2
bread,266.4,8.8,3.3,47.5,2.6
aloo gosht,168.9,13.2,9.9,9.2,1.3
mixed vegetables,54.6,2.6,0.5,10.0,3.5
egg,148.4,12.4,10.5,1.1,0.0
dahi,58.5,3.4,3.3,4.5,0.0
green tea,1.9,0.0,0.0,0.5,0.0
sandwich,257.3,11.7,9.4,33.0,2.0
kidney beans,125.8,9.1,0.5,23.7,6.7
sandwich,254.0,11.4,8.8,32.5,2.0
falafel,336.0,13.2,17.5,30.8,5.7
halwa puri,391.0,5.7,18.1,47.8,1.5
kidney beans,128.2,8.9,0.5,22.2,6.4
baklava,329.5,5.1,18.4,39.9,1.5
paneer,265.6,18.2,20.6,1.2,0.0
lassi,67.6,3.3,3.4,6.8,0.0
palak paneer,226.8,12.4,14.8,8.4,2.9
soup,73.2,4.1,2.0,10.3,1.5
naan,305.0,9.4,5.8,57.5,2.0
mixed vegetables,53.2,2.4,0.5,9.7,3.4
protein shake,152.1,28.9,2.9,7.9,1.0
cereal,144.6,2.9,2.1,30.8,2.4
mango,61.4,0.8,0.4,14.8,1.6
orange,45.4,0.9,0.1,11.5,2.4
baklava,322.7,5.0,17.7,40.5,1.6
cottage cheese,94.9,11.5,4.3,3.4,0.0
oatmeal,156.9,6.3,3.1,27.5,4.0
broccoli,33.3,2.9,0.4,6.8,2.7
chana masala,161.4,9.3,2.5,26.9,7.3
pulao,181.5,6.3,4.8,29.1,0.8
chicken biryani,208.9,13.6,8.4,25.8,0.9
black tea,1.9,0.0,0.0,0.4,0.0
grilled chicken,172.8,31.4,3.5,0.0,0.0
lentils,114.2,9.3,0.4,20.0,7.9
doner kebab,255.2,20.0,12.4,18.0,1.5
ayran,53.5,3.1,2.4,5.1,0.0
chai,41.2,1.4,2.1,4.5,0.0
daal,119.0,7.7,0.4,20.0,8.1
pancakes,235.3,6.3,7.2,33.7,1.5
tomato,18.4,0.9,0.2,4.0,1.2
peanuts,585.2,26.5,48.6,15.4,8.7
soup,76.9,4.2,2.0,9.6,1.5
chicken tikka,196.3,25.4,9.3,2.1,0.3
mango,61.2,0.8,0.4,14.3,1.5
baklava,320.4,5.2,17.3,39.9,1.6
kheer,156.8,4.0,5.1,21.9,0.2
seekh kebab,228.0,19.3,15.3,1.9,0.5
broccoli,35.3,2.8,0.4,6.7,2.6
cereal,149.2,3.1,2.0,29.9,2.4
pancakes,228.6,5.8,6.8,35.4,1.6
baklava,345.2,5.0,18.6,39.2,1.6
greek yogurt,102.8,16.8,0.7,6.0,0.0
chicken breast,169.6,29.8,3.5,0.0,0.0
aloo gosht,175.6,13.3,9.8,9.3,1.2
ayran,57.7,3.0,2.4,4.9,0.0
saag,59.5,3.7,3.0,6.2,2.6
shami kebab,202.5,15.7,14.2,7.2,1.0
biryani,198.6,8.9,7.0,27.6,0.8
chapli kebab,291.0,17.6,19.3,5.1,0.5
samosa,271.0,5.2,14.4,31.4,2.2
chana masala,165.2,8.6,2.7,26.6,7.7
aloo gosht,176.3,13.0,10.2,9.4,1.2
raita,57.6,3.0,3.3,4.4,0.0
qorma,248.7,17.3,16.0,8.1,0.5
soup,73.1,3.9,2.0,10.3,1.5
carrot,40.7,0.9,0.2,9.8,2.8
turkish bread,264.9,9.4,3.5,54.4,1.9
halwa puri,389.2,6.0,18.4,47.9,1.5
caesar salad,190.0,7.0,13.4,10.7,1.9
sweet potato,82.5,1.6,0.1,20.8,2.9
biryani,205.3,8.7,7.1,28.7,0.8
black tea,2.0,0.0,0.0,0.4,0.0
lentil soup,135.1,8.1,2.4,20.1,5.0
dates,268.0,1.7,0.2,73.9,6.9
lentils,115.2,9.4,0.4,19.7,7.7
lassi,68.1,3.5,3.4,6.2,0.0
naan,329.8,9.0,6.2,57.5,1.9
mango,58.0,0.8,0.4,15.0,1.6
jalebi,361.4,2.0,10.0,68.1,0.3
baklava,332.6,5.1,18.5,40.3,1.5
tomato,17.7,0.9,0.2,3.8,1.2
steak,277.0,26.7,17.8,0.0,0.0
milk,58.9,3.2,3.4,4.7,0.0
egg,148.9,13.0,11.2,1.2,0.0
chicken biryani,218.2,14.3,7.7,25.2,0.9
pizza slice,275.2,11.4,9.6,31.7,2.4
dahi,62.7,3.4,3.2,4.7,0.0
orange,49.2,0.9,0.1,11.7,2.3
mutton,302.4,25.7,21.9,0.0,0.0
spinach,24.0,2.9,0.4,3.5,2.2
chickpeas,160.5,8.7,2.7,26.4,7.5
beef tacos,230.1,12.4,11.1,19.9,3.0
chana masala,159.9,8.9,2.6,27.9,8.0
halwa puri,376.1,5.8,17.3,49.7,1.5
beef pulao,202.6,13.5,7.1,24.7,0.8
peanut butter toast,260.9,10.3,14.4,25.2,3.0
banana,84.8,1.1,0.3,23.0,2.7
seekh kebab,223.6,19.2,14.5,1.9,0.5
raita,57.6,3.1,3.4,4.4,0.0
avocado toast,249.5,5.9,15.4,22.6,6.1
hummus,180.7,7.7,10.5,16.5,6.0
peanuts,556.2,26.5,47.1,16.7,8.8
honey,309.4,0.3,0.0,81.4,0.2
pide,291.0,11.3,9.3,44.0,1.9
avocado toast,229.4,5.9,14.7,21.2,5.8
hummus,176.8,7.9,10.1,15.7,5.9
jalebi,372.3,2.1,9.9,67.0,0.3
mango,62.8,0.8,0.4,14.9,1.6
dates,278.5,1.9,0.2,77.1,6.6
brown rice,110.2,2.6,0.9,24.0,1.7
lassi,72.2,3.4,3.5,6.4,0.0
apple,53.4,0.3,0.2,14.2,2.4
whole wheat bread,240.3,13.3,4.1,40.5,7.2
mixed vegetables,55.4,2.5,0.5,9.7,3.4
beef pulao,212.1,13.7,7.2,25.8,0.8
whole wheat bread,240.0,12.4,4.4,40.1,7.1
bread,257.5,8.7,3.1,51.0,2.7
chana masala,165.6,9.2,2.6,26.4,7.8
nihari,172.7,15.7,11.5,4.0,0.5
cereal,150.1,3.1,2.0,30.3,2.5
fish,131.2,20.1,5.9,0.0,0.0
dal makhani,187.3,9.4,8.1,19.3,5.0
qorma,261.3,17.8,15.3,7.8,0.5
burger,308.2,17.7,14.2,24.3,1.6
lassi,69.1,3.7,3.7,6.5,0.0
mutton,296.8,24.0,20.9,0.0,0.0
burger,304.2,17.4,13.9,22.9,1.4
roti,276.9,8.1,3.7,54.0,2.8
baklava,337.3,5.0,17.4,38.1,1.6
spinach,22.7,2.8,0.4,3.7,2.2
kofte,246.5,18.4,15.5,5.0,0.5
lassi,69.6,3.3,3.4,6.3,0.0
ayran,53.1,2.9,2.6,5.1,0.0
soup,78.1,4.1,2.0,9.9,1.4
chicken breast,168.5,30.6,3.7,0.0,0.0
chana masala,162.1,9.0,2.6,27.8,7.9
lentils,113.0,8.9,0.4,19.4,8.1
chickpeas,162.1,9.3,2.6,27.8,7.3
daal,119.0,8.1,0.4,19.4,7.9
fish,132.4,19.4,6.2,0.0,0.0
halwa,310.5,3.1,13.5,48.7,1.0
caesar salad,192.8,7.2,13.9,10.8,2.0
peanut butter toast,276.2,10.4,14.2,26.0,3.1
chana masala,167.6,9.0,2.6,27.0,7.4
mutton biryani,222.7,15.5,10.2,26.8,0.8
halwa puri,391.0,5.8,17.7,46.4,1.4
chickpeas,163.1,8.6,2.6,26.6,7.5
lassi,68.5,3.6,3.6,6.3,0.0
biryani,194.2,8.8,7.2,27.7,0.8
chana masala,165.3,9.3,2.7,27.2,7.8
pasta,219.2,8.0,4.8,36.7,2.4
burger,292.3,16.8,14.2,23.0,1.6
raita,57.1,3.1,3.7,4.3,0.0
cottage cheese,99.0,11.3,4.3,3.3,0.0
hummus,168.2,8.3,9.7,15.8,5.8
shawarma,238.4,18.3,10.8,16.2,1.2
spinach,24.1,3.0,0.4,3.5,2.2
samosa,268.5,4.8,13.8,31.6,2.2
daal,114.8,7.7,0.4,19.1,7.6
paratha,319.3,7.2,13.9,44.9,2.1
sandwich,243.0,12.0,8.9,34.0,2.0
sweet potato,85.2,1.5,0.1,19.2,2.9
chicken breast,161.9,31.8,3.6,0.0,0.0
chicken wings,290.9,28.0,19.7,0.0,0.0
lassi,67.8,3.4,3.7,6.5,0.0
kidney beans,126.3,8.5,0.5,23.8,6.6
omelette,156.7,10.8,11.3,1.7,0.0
chicken karahi,212.9,20.0,13.2,2.9,0.5
seekh kebab,215.4,18.2,15.5,2.0,0.5
watermelon,29.1,0.6,0.2,7.4,0.4
doner kebab,237.9,19.7,11.5,18.6,1.5
watermelon,30.4,0.6,0.2,7.8,0.4
fish,138.2,19.2,6.3,0.0,0.0
peanuts,591.4,25.8,48.6,16.5,8.5
chapli kebab,287.8,18.5,19.0,5.2,0.5
shawarma,224.0,18.0,11.2,16.7,1.2
brown rice,109.1,2.5,0.9,24.7,1.9
green tea,2.1,0.0,0.0,0.5,0.0
french fries,299.5,3.4,15.7,40.2,3.7
cottage cheese,96.2,11.2,4.3,3.5,0.0
kofte,236.6,19.9,16.8,5.1,0.5
jalebi,377.7,2.1,10.3,66.2,0.3
milk,61.7,3.2,3.5,5.0,0.0
biryani,202.9,9.0,7.2,26.9,0.8
whole wheat bread,250.9,13.4,4.3,41.4,6.7
chickpeas,160.5,8.7,2.5,28.1,7.6
aloo paratha,316.4,6.9,13.3,44.3,2.3
lentil soup,124.8,7.8,2.5,20.7,4.8
lentil soup,136.1,8.0,2.6,20.6,5.1
chickpeas,157.6,8.6,2.5,28.0,7.8
omelette,154.4,11.3,10.7,1.6,0.0
chicken wings,284.7,27.6,19.8,0.0,0.0
mac and cheese,316.3,12.0,12.6,40.8,1.5
omelette,157.9,10.9,10.6,1.5,0.0
peanuts,584.5,26.0,47.1,15.6,8.9
watermelon,28.7,0.6,0.2,7.8,0.4
kofte,252.0,19.4,15.7,5.2,0.5
black tea,1.9,0.0,0.0,0.4,0.0
biryani,202.9,8.7,7.0,26.7,0.8
white rice,127.2,2.8,0.3,27.1,0.4
jalebi,382.9,2.0,9.9,69.9,0.3
dahi,60.6,3.6,3.2,4.6,0.0
doner kebab,254.9,19.4,12.4,17.8,1.4
brown rice,113.1,2.7,0.9,23.8,1.8
bread,255.5,8.9,3.2,47.0,2.8
whole wheat bread,253.9,12.7,4.3,41.1,6.8
shami kebab,207.6,15.5,13.9,7.1,1.0
mac and cheese,326.6,11.6,12.5,39.3,1.5
oatmeal,158.1,6.2,3.3,26.8,3.9
tomato,18.1,0.9,0.2,4.0,1.2
halwa puri,376.5,5.8,18.8,47.1,1.5
chicken karahi,206.1,20.4,13.3,3.1,0.5
pasta,228.6,7.9,5.0,38.0,2.6
orange,47.5,0.9,0.1,11.6,2.3
caesar salad,191.1,6.9,14.2,10.9,2.0
chicken tikka,190.8,24.7,9.4,2.0,0.3
sweet potato,86.4,1.6,0.1,20.1,3.1
raita,60.5,3.0,3.4,4.4,0.0
broccoli,34.4,2.9,0.4,6.7,2.5
shawarma,226.8,17.7,10.8,16.6,1.2
nihari,185.3,14.7,10.9,3.9,0.5
pancakes,217.4,6.2,7.2,34.4,1.5
white rice,125.0,2.7,0.3,28.3,0.4
aloo gosht,179.8,13.1,10.2,9.1,1.2
caesar salad,181.9,6.9,14.2,11.3,2.0
black tea,2.0,0.0,0.0,0.4,0.0
grilled salmon,208.4,19.8,12.7,0.0,0.0
kheer,144.8,4.1,5.1,22.5,0.2
daal,113.1,7.7,0.4,19.2,7.9
aloo paratha,329.1,7.0,13.0,45.1,2.4
seekh kebab,214.8,18.6,14.6,1.9,0.5
kheer,155.1,3.9,5.1,23.0,0.2
broccoli,35.6,2.7,0.4,6.9,2.6
cottage cheese,94.7,11.5,4.1,3.3,0.0
saag,58.9,3.5,3.1,5.9,2.5
steak,268.1,25.7,18.1,0.0,0.0
naan,323.5,9.1,6.3,57.9,1.9
soup,73.6,3.9,1.9,9.8,1.4
nihari,181.2,15.4,10.6,3.8,0.5
steak,264.9,25.2,17.6,0.0,0.0
falafel,329.7,12.7,17.4,30.9,5.8
chicken tikka,193.0,26.1,9.3,2.0,0.3
black tea,2.1,0.0,0.0,0.4,0.0
dates,284.9,1.8,0.2,75.5,6.5
potato,76.9,1.9,0.1,17.4,2.2
doner kebab,252.5,19.3,12.2,18.5,1.5
broccoli,34.3,2.8,0.4,6.8,2.6
beef pulao,218.9,14.1,7.1,26.2,0.8
orange,48.5,0.9,0.1,11.5,2.4
almonds,593.9,22.0,47.6,21.4,12.2
hummus,179.1,8.3,10.2,16.3,6.1
biryani,203.5,9.4,6.9,28.6,0.8
orange juice,112.3,1.8,0.5,25.6,0.5
nihari,187.6,15.0,11.4,4.1,0.5
halwa,320.5,2.9,14.6,47.4,1.0
black tea,2.0,0.0,0.0,0.4,0.0
shami kebab,200.2,16.3,14.5,6.9,1.0
samosa,270.4,5.2,13.6,29.9,2.1
pide,289.6,10.6,9.0,40.6,2.1
nihari,188.9,14.7,11.5,4.1,0.5
kheer,156.7,3.9,5.1,22.7,0.2
chickpeas,159.9,8.6,2.5,27.8,7.3
watermelon,31.1,0.6,0.2,7.4,0.4
caesar salad,195.7,7.2,13.7,11.3,2.0
fish,130.6,19.1,6.0,0.0,0.0
paye,181.5,16.6,11.5,1.9,0.0
kheer,156.9,4.0,5.1,22.5,0.2
beef tacos,236.9,12.4,11.4,20.1,3.1
fish,137.3,20.7,6.1,0.0,0.0
mutton,293.5,25.3,21.8,0.0,0.0
peanuts,540.0,26.6,46.9,15.8,8.7
lentil soup,131.4,7.9,2.4,20.4,5.0
onion,40.4,1.1,0.1,9.2,1.7
protein shake,153.7,30.2,3.0,8.3,1.0
grilled salmon,202.9,19.2,12.7,0.0,0.0
chana masala,169.2,9.2,2.5,27.2,7.3
mango,62.7,0.8,0.4,15.0,1.6
protein shake,163.0,29.7,3.1,8.0,1.0
lassi,67.4,3.5,3.4,6.7,0.0
mixed vegetables,56.7,2.6,0.5,10.1,3.7
grilled chicken,169.0,30.9,3.8,0.0,0.0
falafel,339.5,13.3,17.8,32.6,6.2
greek yogurt,97.0,16.7,0.7,6.2,0.0
broccoli,33.7,2.7,0.4,6.5,2.5
kofte,242.9,18.3,15.4,4.9,0.5
shami kebab,200.2,15.7,14.4,7.2,1.0
shawarma,231.0,17.9,11.5,15.2,1.2
almonds,577.4,21.6,48.7,21.1,13.1
dal makhani,186.9,9.4,8.3,19.1,4.8
shami kebab,218.9,15.9,14.3,6.8,1.0
halwa,333.8,2.9,14.2,46.8,1.0
samosa,271.0,4.9,14.1,31.1,2.2
mutton,298.7,24.5,21.2,0.0,0.0
daal,116.7,7.8,0.4,19.2,8.1
onion,41.9,1.1,0.1,9.2,1.7
apple,52.3,0.3,0.2,13.8,2.5
naan,308.3,8.9,6.1,55.5,1.9
butter chicken,231.9,21.2,14.6,5.8,0.5
chapli kebab,288.6,18.5,20.2,5.1,0.5
chickpeas,168.3,8.5,2.6,26.9,7.4
pizza slice,261.6,10.7,10.4,34.6,2.4
grilled salmon,207.5,19.9,12.8,0.0,0.0
kheer,153.4,4.0,5.2,21.0,0.2
mac and cheese,312.5,12.0,13.1,39.4,1.5
onion,38.3,1.1,0.1,8.9,1.8
halwa,327.1,3.0,13.5,47.6,1.0
chana,167.0,8.5,2.7,27.6,7.9
orange,47.3,0.9,0.1,11.6,2.4
hummus,177.3,8.4,10.4,16.3,5.9
paratha,330.5,7.7,14.0,43.5,2.1
aloo paratha,312.8,7.0,13.4,48.2,2.2
lentil soup,124.9,8.2,2.5,20.3,5.2
lentil soup,128.0,7.7,2.6,20.3,5.2
aloo gosht,181.5,13.3,9.6,8.7,1.2
peanuts,552.6,25.4,48.4,15.9,8.5
lassi,69.6,3.6,3.6,6.4,0.0
dal makhani,185.5,8.6,7.7,19.7,4.8
chicken biryani,210.0,14.1,8.4,27.1,0.9
pulao,177.0,5.7,5.1,29.1,0.8
samosa,252.9,4.8,13.9,30.4,2.2
potato,75.8,2.1,0.1,17.5,2.2
whole wheat bread,245.4,12.9,4.3,42.0,6.7
pide,277.3,11.4,9.0,40.2,1.9
orange,46.0,0.9,0.1,11.5,2.4
beef tacos,233.5,11.9,10.5,19.2,3.0
chickpeas,171.5,9.2,2.6,28.7,7.2
dal makhani,186.1,8.9,8.3,20.2,5.2
oatmeal,165.3,6.1,3.2,26.1,4.0
halwa,318.7,3.0,13.8,45.9,1.0
falafel,346.2,12.9,18.4,33.3,5.7
samosa,257.5,4.8,13.8,31.5,2.3
beef tacos,222.6,12.2,10.9,19.1,3.0
paye,179.1,16.7,11.7,2.1,0.0
biryani,205.1,9.4,6.8,26.7,0.8
chapli kebab,276.8,17.4,20.1,5.2,0.5
chai,39.1,1.6,2.0,4.3,0.0
lentils,121.6,9.4,0.4,19.9,7.6
biryani,203.8,9.1,6.7,28.8,0.8
banana,89.2,1.1,0.3,22.6,2.6
chana,156.7,8.5,2.6,26.9,7.7
grilled chicken,170.7,29.7,3.5,0.0,0.0
boiled eggs,155.1,13.0,11.2,1.1,0.0
greek yogurt,104.2,17.1,0.7,5.8,0.0
soup,77.1,4.2,2.0,9.9,1.5
beef pulao,212.8,14.1,7.2,25.1,0.8
ayran,54.3,3.1,2.4,5.2,0.0
oatmeal,151.6,6.2,3.1,27.3,4.1
lentil soup,132.6,8.3,2.6,19.9,5.1
white rice,128.3,2.6,0.3,29.1,0.4
potato,76.8,1.9,0.1,16.2,2.2
paye,186.7,17.5,12.2,2.1,0.0
jalebi,374.6,1.9,9.6,70.1,0.3
broccoli,32.6,2.8,0.4,6.4,2.6
orange,46.2,0.9,0.1,11.8,2.5
saag,57.3,3.5,2.9,6.2,2.6
paratha,337.9,7.9,13.7,43.6,2.1
whole wheat bread,248.7,12.8,4.1,39.7,7.0
chana masala,162.1,9.2,2.5,26.9,7.7
halwa,320.9,3.1,14.7,50.1,1.0
grilled salmon,207.2,19.9,12.9,0.0,0.0
beef pulao,216.0,13.5,7.1,26.2,0.8
black tea,2.1,0.0,0.0,0.4,0.0
banana,85.5,1.1,0.3,23.5,2.5
roti,259.7,7.7,3.6,54.8,2.7
lassi,69.2,3.5,3.7,6.7,0.0
avocado toast,242.4,6.3,14.4,22.1,6.3
almonds,598.6,21.4,51.2,21.4,12.1
greek yogurt,103.6,16.8,0.7,6.2,0.0
white rice,130.8,2.6,0.3,28.5,0.4
aloo paratha,322.2,6.9,13.5,46.4,2.3
paratha,341.7,7.5,14.6,41.3,2.2
paneer,260.5,18.9,21.4,1.2,0.0
protein shake,163.2,30.7,2.9,8.0,1.0
onion,40.2,1.1,0.1,9.7,1.7
aloo paratha,307.1,6.9,13.3,47.7,2.3
seekh kebab,221.2,19.6,15.5,2.0,0.5
sweet potato,87.2,1.6,0.1,19.1,3.1
pasta,213.9,8.1,4.8,38.0,2.5
orange juice,112.7,1.6,0.5,27.1,0.5
naan,307.2,8.6,6.0,56.6,2.0
french fries,317.1,3.3,15.4,40.7,3.7
paye,185.8,17.0,12.5,2.0,0.0
cottage cheese,100.7,10.7,4.4,3.4,0.0
palak paneer,223.6,11.6,15.1,7.7,2.9
doner kebab,257.4,19.6,12.2,18.1,1.6
pide,292.4,11.4,8.7,43.6,2.1
green tea,2.0,0.0,0.0,0.5,0.0
onion,39.2,1.1,0.1,9.1,1.8
almonds,577.0,21.9,47.7,22.0,11.9
cottage cheese,93.8,11.2,4.2,3.4,0.0
dahi,61.0,3.7,3.2,4.9,0.0
onion,38.8,1.2,0.1,8.9,1.7
seekh kebab,214.0,18.6,14.3,2.1,0.5
raita,57.0,3.0,3.3,4.5,0.0
steak,282.8,27.1,18.4,0.0,0.0
bread,259.1,9.2,3.1,47.8,2.7
shami kebab,218.6,15.4,13.5,7.2,1.0
carrot,42.9,0.9,0.2,9.9,2.7
dahi,62.0,3.6,3.3,4.8,0.0
naan,327.1,8.8,6.1,59.5,1.9
mac and cheese,325.4,12.4,13.3,41.1,1.4
cottage cheese,98.3,11.3,4.1,3.4,0.0
french fries,321.4,3.4,14.9,40.8,3.9
avocado toast,243.6,5.9,14.4,21.4,5.9
watermelon,30.9,0.6,0.2,7.2,0.4
white rice,126.2,2.6,0.3,28.6,0.4
baklava,320.1,5.1,17.8,39.9,1.6
tomato,18.5,0.9,0.2,4.0,1.2
daal,117.8,8.0,0.4,19.4,7.8
peanuts,544.0,25.2,49.4,16.6,8.1
palak paneer,210.4,11.5,14.8,8.2,3.0
brown rice,110.5,2.6,0.9,23.0,1.8
mutton,294.7,25.7,20.3,0.0,0.0
watermelon,29.1,0.6,0.2,7.7,0.4
chicken wings,297.2,27.9,18.1,0.0,0.0
mixed vegetables,52.8,2.6,0.5,9.8,3.5
grilled salmon,206.8,20.9,13.0,0.0,0.0
paneer,259.9,18.0,20.7,1.2,0.0
mango,58.0,0.8,0.4,15.3,1.6
daal,112.3,7.6,0.4,20.0,8.2
dal makhani,175.3,8.8,8.0,19.9,4.8
peanuts,553.3,26.7,47.6,16.8,8.5
nihari,189.0,15.4,10.9,3.8,0.5
almonds,591.9,22.1,50.4,21.6,12.0
chana,165.9,8.7,2.6,27.0,7.4
raita,59.4,3.0,3.7,4.4,0.0
shawarma,227.1,18.3,11.3,16.3,1.2
avocado toast,235.9,5.9,15.2,22.6,6.0
kheer,143.6,4.2,5.0,21.8,0.2
paneer,256.4,18.8,21.5,1.2,0.0
aloo gosht,169.3,13.5,9.7,9.4,1.3
mutton biryani,240.4,16.1,10.0,26.0,0.8
orange juice,111.6,1.7,0.5,27.2,0.5
samosa,268.3,5.2,14.1,31.3,2.2
paye,180.9,17.7,11.4,2.0,0.0
mixed vegetables,56.9,2.4,0.5,9.8,3.6
caesar salad,197.5,6.8,13.3,11.2,2.0
hummus,183.2,8.0,9.6,15.2,6.0
green tea,2.0,0.0,0.0,0.5,0.0
jalebi,385.1,2.0,10.1,71.4,0.3
chapli kebab,273.1,17.9,20.4,5.2,0.5
milk,64.0,3.3,3.3,4.9,0.0
jalebi,370.3,1.9,9.7,68.4,0.3
chapli kebab,277.1,17.7,19.6,5.0,0.5
seekh kebab,230.7,19.9,15.5,1.9,0.5
butter chicken,251.3,21.6,13.9,6.2,0.5
halwa puri,376.8,5.8,18.0,47.6,1.6
doner kebab,245.5,19.7,12.2,18.5,1.5
seekh kebab,230.3,18.5,15.1,2.1,0.5
jalebi,387.5,2.0,9.8,70.1,0.3
mutton biryani,236.2,15.4,9.7,27.3,0.8
saag,58.5,3.6,3.1,5.7,2.5
cereal,154.2,3.0,2.0,29.5,2.4
aloo paratha,319.9,7.0,13.6,44.5,2.3
milk,59.0,3.1,3.2,5.0,0.0
chicken karahi,219.2,20.5,12.6,3.0,0.5
sandwich,249.7,11.7,8.6,34.1,2.0
hummus,173.4,7.9,9.7,16.5,5.8
peanuts,543.2,26.5,49.0,16.4,8.9
roti,251.1,8.2,3.8,53.2,2.6
white rice,124.8,2.6,0.3,27.3,0.4
mutton biryani,219.7,15.5,10.1,26.1,0.8
samosa,260.2,4.9,14.2,31.0,2.2
white rice,126.5,2.8,0.3,27.9,0.4
pancakes,232.8,5.9,7.3,34.4,1.5
beef pulao,210.2,14.5,6.7,26.0,0.8
potato,80.3,2.0,0.1,16.4,2.2
beef tacos,222.2,11.5,10.8,20.0,2.9
brown rice,117.2,2.5,0.9,22.7,1.9
grilled chicken,163.9,32.3,3.6,0.0,0.0
saag,57.8,3.4,3.1,6.1,2.5
biryani,194.4,8.7,7.0,26.7,0.8
mixed vegetables,54.0,2.5,0.5,9.8,3.4
omelette,155.8,10.8,10.5,1.5,0.0
chana masala,165.1,8.5,2.7,25.9,7.9
qorma,257.5,17.7,16.4,7.7,0.5
turkish bread,273.5,9.3,3.5,51.8,1.9
chicken tikka,183.1,26.1,9.1,2.0,0.3
sweet potato,85.3,1.7,0.1,20.7,2.9
biryani,192.8,8.8,7.1,28.6,0.8
saag,57.7,3.4,3.0,5.8,2.5
baklava,344.5,4.8,17.4,41.7,1.5
milk,62.4,3.3,3.4,4.9,0.0
pulao,175.5,6.1,4.9,27.0,0.8
grilled salmon,216.3,19.2,13.6,0.0,0.0
lassi,67.2,3.6,3.6,6.4,0.0
carrot,39.3,0.9,0.2,10.3,2.7
kheer,156.1,4.2,5.0,21.3,0.2
pizza slice,255.8,10.5,9.6,34.2,2.4
baklava,318.4,5.2,18.7,38.2,1.5
baklava,319.3,5.2,18.7,40.6,1.5
chicken karahi,207.9,20.1,12.6,3.0,0.5
peanuts,545.7,25.9,49.3,15.3,8.6
boiled eggs,157.0,13.2,11.2,1.1,0.0
kidney beans,126.2,8.9,0.5,23.3,6.5
bread,268.2,8.6,3.1,50.2,2.8
potato,77.9,1.9,0.1,17.6,2.1
paratha,315.5,7.8,13.7,41.3,2.1
brown rice,112.7,2.7,0.9,24.6,1.8
nihari,179.9,14.3,11.0,4.0,0.5
lassi,72.3,3.4,3.6,6.7,0.0
doner kebab,260.1,20.5,11.8,17.5,1.4
mac and cheese,334.7,12.6,12.8,41.1,1.5
honey,315.9,0.3,0.0,83.2,0.2
chicken breast,172.0,32.5,3.7,0.0,0.0
egg,159.1,12.9,10.9,1.1,0.0
oatmeal,151.6,6.0,3.3,27.2,4.1
pancakes,236.3,5.9,6.8,35.8,1.6
orange juice,114.9,1.7,0.5,27.1,0.5
protein shake,153.7,30.2,2.9,8.2,1.0
milk,58.1,3.2,3.4,4.6,0.0
black tea,2.0,0.0,0.0,0.4,0.0
omelette,152.6,11.0,10.9,1.6,0.0
watermelon,29.3,0.6,0.2,7.6,0.4
baklava,323.4,4.8,18.2,41.4,1.5
cereal,144.6,3.1,2.0,31.5,2.4
